id,flood_id,country,event_location,event_dates,language_detected,url,page_title,text_snippet,pipeline_prediction,flood_term_hits,impact_term_hits,location_term_hits,word_count,label,notes
88,248,United States of America,"East and West Canton (Van Zandt county) (Texas); Kampville (St Charles) (Missouri); Logan, Marion, Miles Station (Macoupin), Sumner (Lawrence), Pawnee (Sangamon) (Illinois); Natural Dam (Crawford), Mississipi, Clay (Arkansas); Oak ridge (Morehouse) (Louisiana) ; Labette (Kansas); Cameron (Le Flore) (Oklahoma); Goshen (Oldham) (Kentucky) ; Ohio; Pennsylvania; West Virginia ; Mississipi ; Alabama ; Tennesse ; Indiana",2017-04-28 → 2017-05-01,eng,http://pilotonline.com/business/ports-rail/,Ports & Rail | pilotonline.com,"SAVANNAH, Ga. (AP) — President Donald Trump wants $108 million to deepen harbors for two U.S. seaports, while other ports scrambling to make room for larger cargo ships will benefit from a boost of more than $56 million already approved by Congress. BATON ROUGE, La. (AP) — Vice President Mike Pence reunited with a couple of Louisiana flood victims at their rebuilt home on Wednesday, then urged an end to the Affordable Care Act in a speech at a pipe-making plant. DUBAI, United Arab Emirates (AP) — A court in the United Arab Emirates sentenced a businessman accused of stealing $1.5 billion while…",pipeline_yes,6,1,3,666,0,
89,258,Costa Rica,"Guanacaste, Puntarenas",2024-11-12 → 2024-11-26,spa,https://www.elfinancierocr.com/economia-y-politica/gobierno-revelo-a-fmi-sus-planes-en-materia-de/VBMGLYOZMJFWDJU4FHIMNP7LWM/story/,Gobierno reveló a FMI sus planes en materia de impuestos: ¿Cuáles reformas planteará? | El Financiero,"El Gobierno de la República redactó al Fondo Monetario Internacional (FMI) una nueva actualización de su Memorándum de Políticas Económicas y Financieras, en el marco del programa de Servicio Ampliado de Financiamiento (SAF) por $1.778 millones que el país tiene en marcha con la entidad. En ese documento –que establece las políticas económicas y las reformas estructurales que el Gobierno propone para lograr los objetivos del programa de financiamiento–, las autoridades describieron varias reformas y medidas en materia de impuestos que pretende aplicar para lograr sus objeticos fiscales de medi…",pipeline_no,1,0,1,1108,0,
90,228,Mexico,"Chiapas, Tabasco, Veracruz",2020-11-09 → 2020-11-10,spa,https://www.chiapasparalelo.com/noticias/chiapas/2020/11/amlo-anuncia-plan-integral-para-chiapas-incrementa-a-21-fallecidos-por-lluvias/,AMLO anuncia plan integral para Chiapas; incrementa a 21 fallecidos por lluvias | Chiapasparalelo,"AMLO anuncia plan integral para Chiapas; incrementa a 21 fallecidos por lluvias *La evaluación de daños se mantiene con el registro de afectaciones en 54 municipios de 12 regiones. *En el último reporte, la Secretaría de Protección Civil informó que se sumó una muerte más por las lluvias, lo que acumula un total de 21. Rutilio Escandón Cadenas, Gobernador de Chiapas, dijo que ha instruido a las instancias de su gobierno a permanecer cerca de la población damnificada para atender sus necesidades prioritarias tras las afectaciones ocasionadas por el Frente Frío número 11 y la Depresión Tropical …",pipeline_yes,6,9,3,857,1,
91,229,United States of America,"Mississippi, Missouri, Kentucky, Tennessee, Arkansas, Alabama, Illinois, Indiana, Louisiana provinces",2015-12-15 → 2016-01-06,eng,http://www.propublica.org/article/bp-accidents-past-and-present,Furious Growth and Cost Cuts Led To BP Accidents Past and Present - ProPublica,"Furious Growth and Cost Cuts Led To BP Accidents Past and Present An EPA attorney tried for 12 years to make oil giant BP operate safely. Now, recently retired, she says BP should be banned from doing business with the U.S. government. A ProPublica and PBS FRONTLINE investigation. Update, July 2, 2015: The oil giant BP has agreed to pay nearly $19 billion to settle civil cases brought against it by states and the federal government following its role in the 2010 oil spill in the Gulf of Mexico, the worst environmental disaster in U.S. history. The settlement largely puts the legal ordeal of Gu…",pipeline_yes,2,9,5,8359,0,
92,252,Uruguay,"All departments Artigas, Canelones, Cerro Largo, Colonia, Durazno, Flores, Florida, Lavalleja, Montevideo, Paysandu, Rio Negro, Rivera, Rocha, Salto, San Jose, Soriano (Dolores, Cadol, Barrio Paris, Centro and Altos de Dolores), Tacuarembo, Treinta Y Tres provinces",2016-04-12 → 2016-05-11,spa,http://ladiaria.com.uy/articulo/2010/2/tablas-nuevas-y-antiguas-tradiciones/,None - la diaria,"Tablas nuevas y antiguas tradiciones Después de 15 años sin un escenario carnavalero, la Ciudad Vieja tiene su Tablado del Museo. Un nuevo tablado quedó inaugurado este Carnaval; se trata del Tablado del Museo, localizado en en la Ciudad Vieja (Rambla 25 de Agosto y Maciel). El barrio vivió durante más de 15 años sin un escenario local hasta que ahora, al crearse la Plaza del Carnaval, la localización de un tablado allí era inminente. El tablado es coordinado por el Museo del Carnaval, instalado hace cuatro años en los galpones que anteriormente eran depósitos de la Administración Nacional de …",pipeline_boundary,2,0,1,1500,0,
93,229,United States of America,"Mississippi, Missouri, Kentucky, Tennessee, Arkansas, Alabama, Illinois, Indiana, Louisiana provinces",2015-12-15 → 2016-01-06,eng,http://www.pbs.org/frontlineworld/rough/2008/08/a_village_calle.html,FRONTLINE/WORLD . Rough Cut . New Orleans: A Village Called Versailles | PBS,"Filmmaker S. Leo Chiang was born in Tawain and lives in San Francisco, where he runs the production company Walking Iris Films. Leo's previous film, To You Sweetheart, Aloha (co-directed with Mercedes Coats) aired on PBS in 2006. He is currently completing a feature-length version of A Village Called Versailles. | | Length: 15:32 | In a section of eastern New Orleans called ""Versailles"" resides the most dense ethnically Vietnamese population outside of Vietnam. The name refers to ""Versailles Arms,"" the New Orleans East public housing project where a group of Vietnamese refugees was first reset…",pipeline_yes,3,2,1,932,1,
94,228,Mexico,"Chiapas, Tabasco, Veracruz",2020-11-09 → 2020-11-10,spa,https://www.chiapasparalelo.com/noticias/chiapas/2020/10/alertan-de-peligro-de-tener-afluentes-contaminadas-que-podrian-transportar-el-covid-19/,Alertan de peligro de tener afluentes contaminadas que podrían transportar el Covid-19 | Chiapasparalelo,"Alertan de peligro de tener afluentes contaminadas que podrían transportar el Covid-19 *Más que presencia de material genético del Sars-Cov-2 en el agua de la entidad, la contaminación es un problema latente en todo el país. El 1 de diciembre de 1992 se publicó en el Diario Oficial de la Federación el decreto que dio pie a la Ley de Aguas Nacionales que consta de 124 artículos cuyas disposiciones son de orden público e interés social y tiene por objeto regular la explotación, uso o aprovechamiento de dichas aguas, su distribución y control, así como la preservación de su cantidad y calidad par…",pipeline_boundary,2,0,2,1382,0,
95,229,United States of America,"Mississippi, Missouri, Kentucky, Tennessee, Arkansas, Alabama, Illinois, Indiana, Louisiana provinces",2015-12-15 → 2016-01-06,eng,http://www.pbs.org/newshour/bb/nation-july-dec13-othernews_07-04/,News Wrap: Lady Liberty Reopens for Independence Day After Sandy Devastation | PBS NewsHour,"News Wrap: Lady Liberty Reopens for Independence Day After Sandy Devastation [Sorry, the video for this story has expired, but you can still read the transcript below. ] HARI SREENIVASAN: Americans across the country and around the world gathered today to celebrate the nation’s 237th anniversary of independence from Great Britain. For the first time since Hurricane Sandy ravaged New York last fall, visitors were allowed to climb up to the crown of the Statue of Liberty this Fourth of July holiday. RICK PERKINS, Tourist: It’s the first time we have been to New York City and thought it would be …",pipeline_no,1,2,4,943,1,
96,252,Uruguay,"All departments Artigas, Canelones, Cerro Largo, Colonia, Durazno, Flores, Florida, Lavalleja, Montevideo, Paysandu, Rio Negro, Rivera, Rocha, Salto, San Jose, Soriano (Dolores, Cadol, Barrio Paris, Centro and Altos de Dolores), Tacuarembo, Treinta Y Tres provinces",2016-04-12 → 2016-05-11,spa,http://www.lr21.com.uy/comunidad/275254-edil-denuncia-depredacion-icticola-en-el-rio-uruguay-y-contrabando-de-pescado-a-brasil,Edil denuncia depredación ictícola en el río Uruguay y contrabando de pescado a Brasil - Noticias Uruguay LARED21,"La depredación de la riqueza ictícola del río Uruguay y sus afluentes fue denunciada por el edil frenteamplista Juan Carlos Perín, quien agregó que también se percibe un contrabando sostenido de pescado hacia Brasil. El legislador comunal participó de un reciente encuentro de pescadores realizado en Belén, junto a representantes de la Dirección Nacional de Recursos Acuáticos (Dinara) y la Prefectura Nacional Naval, entre otros organismos. En esta ocasión, prácticamente todos los pescadores presentes se mostraron preocupados por la realidad de la pesca, que consideran depredadora, y temen que d…",pipeline_boundary,2,0,2,563,0,
97,246,Guyana,"Barima Waini (region N°1), Demerara Mahaica (region N°4), Essequibo Islands/west Demerara (region N°3), Mahaica Berbice (region N°5), Pomeroon/supenaam (region N°2) provinces",2015-07-15 → 2015-07-21,eng,http://reliefweb.int/country/brb/thumb?sl=environment-term_listing%2Ctaxonomy_index_tid_content_format-12,Barbados | ReliefWeb,Barbados | ReliefWeb Skip to main content Labs Blog Mobile About Us Help Login / Register Home Updates Countries Disasters Topics Organizations Jobs Training Barbados 0 related jobs 0 related training programs Disasters Hurricane Tomas - Oct 2010 Caribbean: Drought - Feb 2010 Influenza A (H1N1) Pandemic - Apr 2009 Caribbean: Earthquake - Nov 2007 Hurricane Dean - Aug 2007 Caribbean: Hurricane Emily - Jul 2005 Hurricane Ivan - Sep 2004 Caribbean: Tropical Storm Lili - Sep 2002 Caribbean: Tropical Storm Jerry - Oct 2001 Caribbean: Hurricane Iris - Oct 2001 View all disasters Maps Barbados Barbad…,pipeline_no,3,2,1,1385,0,
98,252,Uruguay,"All departments Artigas, Canelones, Cerro Largo, Colonia, Durazno, Flores, Florida, Lavalleja, Montevideo, Paysandu, Rio Negro, Rivera, Rocha, Salto, San Jose, Soriano (Dolores, Cadol, Barrio Paris, Centro and Altos de Dolores), Tacuarembo, Treinta Y Tres provinces",2016-04-12 → 2016-05-11,spa,http://www.elobservador.com.uy/montevideo-frente-las-camaras-n231741,Montevideo frente a las cámaras,"La Guía de Locaciones de Montevideo es un libro que presenta a la ciudad y sus zonas cercanas con la intención de atrapar el ojo de cineastas, videastas, publicistas, alumnos de escuelas de cine y para gente del ambiente audiovisual en general. También pretende ser una herramienta para fotógrafos y creativos. El objetivo: que Montevideo esté más presente como contexto donde se desarrollan historias de cine, videoclips, cortometrajes y publicidades. Que la ciudad construya su propio mito a través del registro filmado es el plan. El proyecto incluye 115 sitios recomendados por la Oficina de Loca…",pipeline_boundary,2,0,1,665,0,
99,235,United States of America,"Texas, Oklahoma, Colorado, Arkansas, Kansas, Louisiana, Georgia, Ohio, South Carolina",2015-05-23 → 2015-05-30,eng,http://www.propublica.org/article/class-action-suit-filed-after-katrina-hospital-deaths-settled-for-25-millio/single,Class-Action Suit Filed After Katrina Hospital Deaths Settled for $25 Million - ProPublica,"Class-Action Suit Filed After Katrina Hospital Deaths Settled for $25 Million The agreement ends the action against Tenet Healthcare brought by families of people who said Memorial Medical Center in New Orleans was ill-prepared for a hurricane. A New Orleans judge gave preliminary approval today to a settlement agreement that would end a class-action lawsuit against one of the nation's largest publicly owned health care companies. Under the terms of the deal, Tenet Healthcare Corporation and a subsidiary will pay $25 million to patients and visitors trapped at Memorial Medical Center after Hur…",pipeline_yes,2,7,1,668,1,
100,228,Mexico,"Chiapas, Tabasco, Veracruz",2020-11-09 → 2020-11-10,spa,https://www.chiapasparalelo.com/noticias/2020/05/la-negligencia-de-daniel-ortega-propaga-la-covid-19-en-nicaragua/,La negligencia de Daniel Ortega propaga la covid-19 en Nicaragua | Chiapasparalelo,"La negligencia de Daniel Ortega propaga la covid-19 en Nicaragua Marchas políticas, actividades masivas, veladas boxísticas y ataques del presidente a la campaña #QuédateEnCasa. El régimen de Daniel Ortega desafía las recomendaciones de la OMS para prevenir la covid-19 e impone el secretismo. Por Juan Carlos Bow para Otras Miradas* Gregorio no se pudo despedir de su padre. Cuando se enteró que había muerto, unos hombres uniformados de pies a cabeza con un mono blanco impermeable y mascarillas, ya lo sepultaban en el cementerio norte de la ciudad de Masaya, la mañana del lunes 11 de mayo. Nadie…",pipeline_yes,2,4,2,2857,0,
101,228,Mexico,"Chiapas, Tabasco, Veracruz",2020-11-09 → 2020-11-10,eng,https://mexiconewsdaily.com/news/a-3d-printer-is-building-a-neighborhood-of-houses/,A 3D printer is building a neighborhood of houses in Tabasco,"The future of home construction has arrived in Mexico: a giant 3D printer built two houses in Nacajuca, Tabasco, last week. Built by the United States non-profit New Story in conjunction with Mexican social housing enterprise Échale and U.S. construction technology company Icon, the homes will form part of the world’s first 3D-printed neighborhood. Fifty homes designed to withstand seismic activity and prevent flooding are expected to be built in Nacajuca with 3D printers by the end of 2020. The local government donated land for the project and will provide the infrastructure required by the n…",pipeline_boundary,2,0,2,492,0,
102,228,Mexico,"Chiapas, Tabasco, Veracruz",2020-11-09 → 2020-11-10,spa,https://www.alcalorpolitico.com/informacion/conmemoran-con-desfile-dia-de-la-armada-de-mexico-en-veracruz-puerto-303773.html,"Conmemoran con desfile Día de la Armada de México, en Veracruz puerto - Al Calor Político","Elementos de la Armada de México, la Guardia Nacional, Sexta Región Militar, así como del Heroica Escuela Naval, desfilaron por el Centro Histórico de Veracruz como parte de la conmemoración del Día de la Armada de México. Fue en el Malecón del puerto de Veracruz donde partió el contingente para hacer honores y el saludo oficial ante el palco encabezado por el gobernador Cuitláhuac García Jiménez y el comandante de la Primera Región Naval, Romel Eduardo Ledezma Abaroa. Cientos de personas aprovecharon el momento para apreciar el desfile que recorrió el Centro Histórico para concluir en las ins…",pipeline_no,1,0,2,171,0,
103,228,Mexico,"Chiapas, Tabasco, Veracruz",2020-11-09 → 2020-11-10,spa,https://alcalorpolitico.com/infografias/listainfografias.php,Infografías - alcalorpolitico.com,"11/11 Día de los Solteros 2019-11-11 70 millones de internautas en el país 2019-11-08 El estilo de vida es el responsable 2019-11-06 Dos panes, combinaciones infinitas 2019-11-04 De las tradiciones mexicanas más bellas 2019-11-02 Canelo se llevará un buen billete 2019-11-01 Delicioso con chocolate 2019-10-28 Buena iniciativa 2019-10-24 El uso del condón es importante 2019-10-21 Los comerciantes siguen sufriendo 2019-10-17 20 segundos para evitar los gérmenes 2019-10-15 No era una perita en dulce 2019-10-12 Orgullosamente de Coatzacoalcos 2019-10-10 Más de medio millón de turistas han llegado 2…",pipeline_no,1,1,2,542,0,
104,228,Mexico,"Chiapas, Tabasco, Veracruz",2020-11-09 → 2020-11-10,spa,https://www.tabascohoy.com/aquiles-chavez-reina-con-su-sazon-en-youtube/,Aquiles Chávez reina con su sazón en Youtube - Tabasco HOY,"Gracias al éxito que ha tenido su canal de Youtube “Aquiles Chávez”, el Chef tabasqueño recientemente recibió el botón plateado que otorga la plataforma de vídeos Youtube por alcanzar más de 100 mil suscriptores. En entrevista a Like sobre la placa, Aquiles compartió: “El botón es gracias a todas las personas que me siguen, quiénes me motivaron a crear el canal. Por supuesto que se lo dedico a mi familia y equipo de trabajo que siempre están a mi lado”. Al cuestionarle que tipo de recetas el público puede disfrutar en su canal, Chávez platicó: “En su mayoría son recetas mexicanas, familiares, …",pipeline_no,1,0,1,247,0,
105,228,Mexico,"Chiapas, Tabasco, Veracruz",2020-11-09 → 2020-11-10,spa,https://www.chiapasparalelo.com/noticias/chiapas/2020/06/cambio-climatico-genera-riesgos-para-la-infraestructura-hidrica-adaptacion-y-mitigacion-las-estrategias-reducir-riesgos/,"Cambio climático genera riesgos para la infraestructura hídrica; adaptación y mitigación, las estrategias reducir riesgos | Chiapasparalelo","Cambio climático genera riesgos para la infraestructura hídrica; adaptación y mitigación, las estrategias reducir riesgos Organizaciones como la Asociación Nacional de Empresas de Agua y Saneamiento de México A.C. (ANEAS), Un Water, Comisión Nacional del Agua (CONAGUA), Banco Interamericano de Desarrollo (BID), presentaron el Informe de las Naciones Unidas sobre el Desarrollo de los Recursos Hídricos en el Mundo (WWDR). https://www.facebook.com/watch/live/?v=694148061374711&ref=watch_permalink Asimismo, quienes participaron en esta presentación fue Fréderic Vacheron, representante de la Organi…",pipeline_yes,3,1,2,1692,0,
106,252,Uruguay,"All departments Artigas, Canelones, Cerro Largo, Colonia, Durazno, Flores, Florida, Lavalleja, Montevideo, Paysandu, Rio Negro, Rivera, Rocha, Salto, San Jose, Soriano (Dolores, Cadol, Barrio Paris, Centro and Altos de Dolores), Tacuarembo, Treinta Y Tres provinces",2016-04-12 → 2016-05-11,spa,http://ladiaria.com.uy/articulo/2013/4/policia-en-colectivo/,entrevista a vocero de un sindicato policial - la diaria,"Policía en colectivo Vocero de uno de los sindicatos analiza la interna y el vínculo con la sociedad. Miguel Barrios, portavoz del Sindicato Único de Policías del Uruguay (SUPU), calcula que más de 60% de los policías están “sumergidos” por las deudas, duda de la participación de su sindicato en el acto del 1º de Mayo y rechaza los megaoperativos en auge. Con 13 años en la Policía, el agente de primera, sindicalista y estudiante de abogacía Miguel Barrios atribuyó el fracaso de las políticas de seguridad al “factor humano”. Es preciso, dijo, aplacar el individualismo, establecer premios y cast…",pipeline_no,1,0,2,2297,0,
107,253,Costa Rica,"Sarapiqui district (Heredia province); San Carlos district (Alajuela province); Turrialba district (Cartago province); Pococi, Talamanca districts (Limon province)",2015-06-27 → 2015-07-09,spa,http://www.gaceta.go.cr/pub/2011/05/03/COMP_03_05_2011.html,LA GACETA Nº 84 DEL 03 DE MAYO DEL 2011,"DE DECRETA: REFORMA PARCIAL DE DE SETIEMBRE DE 2002, LEY REGULADORA DE LOS DERECHOS DE SALIDA DEL TERRITORIO NACIONAL TEXTO SUSTITUTIVO ARTÍCULO 1º.- Refórmense los artículos primero y segundo de la ley N° 8316 de tal forma que se lean de la siguiente manera: “Artículo 1º- Tributo, hecho generador y contribuyente. Créase un tributo único y definitivo por concepto del derecho de salida del territorio costarricense, que será cancelado por todas las personas que salgan del territorio nacional. El hecho generador del tributo creado en esta Ley ocurre en el momento en que cualquier persona salga de…",pipeline_yes,5,4,6,39007,0,
108,253,Costa Rica,"Sarapiqui district (Heredia province); San Carlos district (Alajuela province); Turrialba district (Cartago province); Pococi, Talamanca districts (Limon province)",2015-06-27 → 2015-07-09,spa,http://www.gaceta.go.cr/pub/2009/06/11/COMP_11_06_2009.html,LA GACETA Nº 112 del 11 de junio del 2009,"Nº 07-09-10 DE En uso de las facultades que le confieren los artículos 65, 67, 84, 85 y 86 del Reglamento de ACUERDA: Modifíquese los acuerdos Nº 03-09-10 y Nº 05-09-10 leídos en Comisión Permanente de Asuntos Agropecuarios y Recursos Naturales Araya Monge Luis Carlos Agüero Acuña Ovidio Alfaro Salas Sergio Fonseca Chavarría Saturnino Echandi Meza José Manuel González Barrantes Gladys Quirós Conejo Salvador Rojas Rodríguez Marvin Salazar Rojas José Joaquín Comisión Permanente de Asuntos Económicos Arguedas Maklouff Evita Ballestero Vargas Maureen Ocampo Bolaños José Ángel Pérez González Olivie…",pipeline_boundary,5,0,8,27493,0,
109,252,Uruguay,"All departments Artigas, Canelones, Cerro Largo, Colonia, Durazno, Flores, Florida, Lavalleja, Montevideo, Paysandu, Rio Negro, Rivera, Rocha, Salto, San Jose, Soriano (Dolores, Cadol, Barrio Paris, Centro and Altos de Dolores), Tacuarembo, Treinta Y Tres provinces",2016-04-12 → 2016-05-11,spa,http://www.lr21.com.uy/justicia/31422-un-fallecido-y-policias-heridos-en-dos-accidentes-de-transito,Un fallecido y policías heridos en dos accidentes de tránsito - Noticias Uruguay LARED21,"Víctima de las graves heridas que experimentó en un accidente de tránsito ocurrido en la tarde del domingo pasado en la zona de la Plaza del Ejército Nacional, falleció en el día de ayer un ciudadano que en la oportunidad fue embestido. El siniestro había tenido lugar en horas de la tarde cuando por la avenida General Flores, en dirección norte, circulaba el auto matrícula AG-31.095 guiado por un hombre de 40 años. Cuando llegó al cruce con Euclides Salari, embistió al peatón posteriormente identificado como Sarah Bianco De Anteimi, mayor de edad. Dicha persona fue asistida en el lugar por méd…",pipeline_yes,2,3,1,318,0,
110,253,Costa Rica,"Sarapiqui district (Heredia province); San Carlos district (Alajuela province); Turrialba district (Cartago province); Pococi, Talamanca districts (Limon province)",2015-06-27 → 2015-07-09,spa,http://www.gaceta.go.cr/pub/2011/10/31/COMP_31_10_2011.html,LA GACETA Nº 208 DEL 31 DE OCTUBRE DEL 2011,"EL MINISTRO DE CULTURA Y JUVENTUD Y EL MINISTRO DE TURISMO En uso de sus facultades conferidas en los artículos 140, incisos 3) y 18) de Considerando: I.—Que II.—Que los sitios arqueológicos con esferas de piedra en el sureste de Costa Rica-(subregión arqueológica Diquís), son un ejemplo de sitio cultural excepcional y de valor universal ya que refleja un testimonio único de sociedades ya desaparecidas y forman parte de la herencia común de la humanidad. Esto ha sido evidenciado por una serie de proyectos de investigación de diferentes instituciones que han trabajado de la mano con las comunid…",pipeline_yes,3,3,8,23810,0,
111,228,Mexico,"Chiapas, Tabasco, Veracruz",2020-11-09 → 2020-11-10,spa,https://www.chiapasparalelo.com/noticias/chiapas/2020/08/magdalena-tierra-de-desplazadas-aldama-chiapas/,"Magdalena, tierra de desplazadas (Aldama, Chiapas) | Chiapasparalelo","Magdalena, tierra de desplazadas (Aldama, Chiapas) Texto: Centro de Derechos Humanos Fray Bartolomé de las Casas (Frayba) Fotos: Luis Enrique Aguilar Casas abandonadas y otras semihabitadas, unas más vestidas como trincheras, porque las balas con armas de alto calibre llegan no sólo a los patios sino también a las paredes e incluso han cruzado el umbral de las puertas. Ahí quedaron ya casi sin paredes ni techo algunas y en la soledad sus enseres, en medio de las montañas de Los Altos de Chiapas que guardan la tranquilidad para otras épocas. Este es el paisaje que se devela en Xuxchen y Koko’, …",pipeline_no,1,3,2,1025,0,
112,253,Costa Rica,"Sarapiqui district (Heredia province); San Carlos district (Alajuela province); Turrialba district (Cartago province); Pococi, Talamanca districts (Limon province)",2015-06-27 → 2015-07-09,spa,http://www.gaceta.go.cr/pub/2009/10/28/COMP_28_10_2009.html,La Gaceta Nº 209 del 28 de octubre del 2009,"Nº 0006-09-10 DE COMUNICA: El señor Presidente de Publíquese San José, a los trece días del mes de octubre de dos mil nueve.—Xinia Nicolás Alvarado, Presidenta a. í.—Guyon Holt Massey Mora, Segundo Secretario.—Sandra Quesada Hidalgo, Primera Prosecretaria.—1 vez.—O. C. Nº 29457.—C-12750.—(IN2009092765). Nº 31-09-10 EL DIRECTORIO DE DE De conformidad con la disposición adoptada en la sesión Nº 153-2009, celebrada por el Directorio Legislativo el 10 de junio de 2009. SE ACUERDA: Autorizar la participación del diputado Jorge Luis Méndez Zamora en la reunión que realizará Asimismo se acuerda otorg…",pipeline_yes,3,2,8,37612,0,
113,228,Mexico,"Chiapas, Tabasco, Veracruz",2020-11-09 → 2020-11-10,spa,https://www.debate.com.mx/cdmx/Ubican-banda-Monta-Choques-extorsionan-a-sus-victimas-en-CDMX-20201024-0133.html,Localizan banda de extorsionadores en la CDMX,"Ciudad de México.- Ubica Secretaría de Seguridad Ciudadana (SSC) a banda delictiva conocida como la ""monta choques"" en la delegación Venustiano Carranza, la cual provocaba accidentes de tránsito con el fin de extorsionar a los conductores y conseguir cantidades elevadas de dinero. Pese a la escasez de denuncias por parte de la ciudadanía, los elementos de la policía municipal se percataron de la existencia de esta banda, la cual se caracterizaba por seleccionar a sus víctimas en las vialidades y conducir a una velocidad que superaba los 80 kilómetros por hora. ¡Bien! Te has suscrito a notifica…",pipeline_no,1,2,1,246,0,
114,250,United States of America,"Louisiana, Mississippi, Missouri, Illinois, Indiana; Allamakee, Clayton, Fayette, Howard, Winneshiek counties (Iowa)",2016-08-09 → 2016-08-16,eng,https://www.propublica.org/about/wnyc-radio-the-takeaway-and-propublica-announce-shovelwatch,"WNYC Radio, The Takeaway and ProPublica Announce ‘ShovelWatch’ - About Us - ProPublica","WNYC Radio, The Takeaway and ProPublica Announce ‘ShovelWatch’ Web Site To Track and Report on Stimulus Bill Spending New York, N.Y. (Feb. 6, 2009)— As the Senate prepares to vote on President Obama’s stimulus package, one of the biggest questions will be, where will all the money go? WNYC Radio, The Takeaway with John Hockenberry and Adaora Udoji, and the investigative newsroom ProPublica today announced the launch of a Web site dedicated to tracking the spending from the bill. Named ShovelWatch, and on the Web at http://shovelwatch.org/, the site will provide documents, data and original rep…",pipeline_no,1,0,5,841,0,
115,228,Mexico,"Chiapas, Tabasco, Veracruz",2020-11-09 → 2020-11-10,spa,https://www.alcalorpolitico.com/informacion/conductor-en-estado-de-ebriedad-choca-contra-poste-en-el-puerto-de-veracruz-301143.html,Conductor en estado de ebriedad choca contra poste en el puerto de Veracruz - Al Calor Político,"Este fin de semana en la zona norte de la ciudad de Veracruz hubo un fuerte accidente vial, tras estrellarse un carro tipo Vento, de color negro, contra un poste y arrancarlo, dejando sin energía a varias calles de la colonia Playa Linda. Al parecer el conductor estaba alcoholizado al momento del percance, movilizándose personal de Tránsito, Policía y personal de Tránsito Municipal. El accidente fue durante esta madrugada en la avenida de Rafael Cuervo y prolongación Cuauhtémoc en la citada colonia, a la altura de una conocida pizzería. Según el reporte de otros conductores que avisaron al tel…",pipeline_yes,2,3,1,247,0,
116,253,Costa Rica,"Sarapiqui district (Heredia province); San Carlos district (Alajuela province); Turrialba district (Cartago province); Pococi, Talamanca districts (Limon province)",2015-06-27 → 2015-07-09,spa,http://www.gaceta.go.cr/pub/2008/12/23/ALCA55_23_12_2008.html,ALCANCE Nº 55 A LA GACETA Nº 248 DEL 23 DE DICIEMBRE DEL 2008,"ALCANCE Nº DECRETA: MODIFICACIÓN DEL ARTÍCULO 66 DE DEL COLEGIO DE INGENIEROS AGRÓNOMOS DE COSTA RICA, N.º 7221 ARTÍCULO ÚNICO.- Reforma Modifícase el artículo 66 de “Artículo 66.- Estarán exentos de contribuir para el Fondo de Mutualidad y Subsidios, conservando todos los derechos, los colegiados que alcancen la edad de pensión, de conformidad con el Régimen de Pensiones de TRANSITORIO ÚNICO.- Al entrar en vigencia esta Ley y dentro de los doce meses contados a partir de su promulgación, los colegiados que cumplan los sesenta años de edad podrán acogerse a la disposición derogada y estarán ex…",pipeline_yes,3,7,8,44225,0,
117,253,Costa Rica,"Sarapiqui district (Heredia province); San Carlos district (Alajuela province); Turrialba district (Cartago province); Pococi, Talamanca districts (Limon province)",2015-06-27 → 2015-07-09,spa,http://www.gaceta.go.cr/pub/2011/12/22/COMP_22_12_2011.html,LA GACETA Nº 246 DEL 22 DE DICIEMBRE DEL 2011,"EL SEGUNDO VICEPRESIDENTE EN EJERCICIO DE Y EL MINISTRO DE Con fundamento en lo dispuesto en los artículos 118 y 140 inciso 5) y 14), de Decretan: Artículo 1º—Amplíase la convocatoria a sesiones extraordinarias a Expediente Nº 16.306: Impuesto a las personas jurídicas. Artículo 2º—Rige a partir del 5 de diciembre de 2011. Dado en LUIS LIBERMAN GINSBURG.—El Ministro de EL SEGUNDO VICEPRESIDENTE EN EJERCICIO DE Y EL MINISTRO DE Con fundamento en lo dispuesto en los artículos 118 y 140 inciso 5) y 14), de Decretan: Artículo 1º—Amplíase la convocatoria a sesiones extraordinarias a Expediente N° 18…",pipeline_boundary,4,0,5,10784,0,
118,228,Mexico,"Chiapas, Tabasco, Veracruz",2020-11-09 → 2020-11-10,spa,https://www.chiapasparalelo.com/noticias/chiapas/2018/12/resistencias-mujeres-contra-la-mina/,#Resistencias: Mujeres contra la mina | Chiapasparalelo,"#Resistencias: Mujeres contra la mina #AlianzadeMedios | Por Melly Arellano de Pie de Página En la sierra de Puebla las mujeres han emprendido una resistencia contra los proyectos mineros. Desde la cocina, la militancia, el comercio o la manifestación pública, desde los espacios tradicionales o irrumpiendo los destinados para hombres, ellas buscan proteger un territorio y una forma de vida. Ixtacamaxtitlán, Puebla. Es sólo una llovizna tupida, pero las gotas que estallan en el techo de lámina causan un tronadero. Adentro, truena también la leña que calienta la estufa y truenan, además, los chi…",pipeline_yes,2,6,2,3723,0,
