"id","flood_id","country","event_location","event_date","language_detected","url","domain","page_title","text_snippet","pipeline_prediction","flood_term_hits","impact_term_hits","location_term_hits","word_count","label","notes"
"58","3","Colombia","Bogotá area; North Santander department; La Calera municipality (Cundinamarca Department)","2022-11-14","spa","https://www.bluradio.com/blu360/cundinamarca/cundinamarca-tiene-11-municipios-en-emergencia-por-lluvias-una-persona-esta-desaparecida-en-villeta-rs15","bluradio.com","Cundinamarca tiene 11 municipios en emergencia por lluvias: una persona está desaparecida en Villeta - BluRadio","Las lluvias en Cundinamarca no paran y al menos 11 municipios del departamento están en emergencia. En Villeta hay una persona desaparecida y en Mesitas del Colegio otra resultó herida. Publicidad Debido al reporte de caída de material en la vía que comunica el municipio de Guaduas con Honda, en el kilómetro 21+400 se encuentra el corredor cerrado de manera preventiva, reportó Bomberos de Cundinamarca. “De acuerdo con el último reporte presentado por el Cuerpo de Bomberos del municipio de Fusagasugá, se encuentran en atención de aproximadamente 15 emergencias simultáneas en esta jurisdicción d…","pipeline_yes","3","5.0","1","296","1",""
"59","3","Colombia","Bogotá area; North Santander department; La Calera municipality (Cundinamarca Department)","2022-11-14","por","https://www.fao.org/3/t0395s/T0395S0F.HTM","fao.org","El maiz en la nutrición humana - Puntos de venta de publicaciones de la FAO","Puntos de venta de publicaciones de la FAO Where to purchase FAO publications locally Points de vente des publications de la FAO - ANGOLA Empresa Nacional do Disco e de Publicações, ENDIPU-U .E.E.. Rua Clirilo da Conceiçoão Silva, No 7 CP.No.1314C Luanda - ARGENTINA Libreria Argentina Agropecuaria Avda. Santa Fe 690 1059 Capital Federal - AUSTRALIA Hunter Publications 58A Gipps Street Collingwood, Vic, 3066 - AUSTRIA Gerold Buch & Co. Graben 31 1011 Vienna - BAHRAlN United Schools International P O Box 726 Manama - BANGLADESH Association of Dvelopment Agencies In Bangladesh House No 1/3, Block…","pipeline_boundary","2","","1","1421","0",""
"60","3","Colombia","Bogotá area; North Santander department; La Calera municipality (Cundinamarca Department)","2022-11-14","spa","https://www.diariodelsur.com.co/el-desplazamiento-forzado-terrible-pesadilla-en-narino/","diariodelsur.com.co","El desplazamiento forzado, terrible pesadilla en Nariño - Diario del Sur","El reciente informe suministrado por el Comité Internacional de la Cruz Roja Cicr, en torno a la crisis humanitaria que se vive en el Departamento de Nariño, a consecuencia del desplazamiento forzado, confirma la dramática situación que con anterioridad había denunciado Médicos sin Fronteras, con el desplazamiento el año anterior de 22 mil personas en zona de la costa pacífica. Se trata de hechos que en estos momentos se constituyen en el mayor flagelo en el departamento de Nariño, los cuales tienen como consecuencia directa, el continuo accionar de grupos armados al margen de la ley, los que …","pipeline_boundary","2","","1","1020","0",""
"61","6","United States of America","Kerr county (Texas)","2025-07-04","eng","http://www.miaminewtimes.com/best-of-miami/2007/food-and-drink/best-all-you-can-eat-sushi-6401478","miaminewtimes.com","Best All-You-Can-Eat Sushi 2007 | Tokyo Bowl | Best of Miami: City Guide for Entertainment, Dining, More","Yes, there are plenty of swank and sleek sushi joints on the beach, with low lighting and creative hand rolls. But sometimes all you want is sushi, and lots of it. California rolls have become the comfort food of the 21st Century, and at Tokyo Bowl — a small restaurant with big flavor — you can get waaaay comfortable in a roomy booth and order all the rolls you want. For $14. That price also includes soup and salad and a small dessert. All of the staples are here: octopus, eel, tuna, tempura. Service is efficient, competent, and friendly. Ambiance is laid-back, with soft jazz and a wooden Budd…","pipeline_yes","6","4.0","6","24156","0"," [auto-relabeled: no flood keywords]"
"62","6","United States of America","Kerr county (Texas)","2025-07-04","eng","https://abcnews.go.com/2020/video/robert-kardashian-longtime-friend-oj-simpson-doubts-innocence-33841201","abcnews.go.com","Video Robert Kardashian, Longtime Friend of O.J. Simpson Doubts Innocence - ABC News","Robert Kardashian, Longtime Friend of O.J. Simpson Doubts Innocence Part 2: Barbara Walters Interviews Simpson's confidante. September 25, 2015 Top Stories Top Stories Wildfires burn out of control at Grand Canyon 1 hour agoExtreme heat expected for Grand Canyon fire zone 40 minutes agoNew round of storms hit hard-hit central Texas flood zone 1 hour agoKentucky church shooting leaves 2 dead 2 hours agoTrump to send more missiles to Ukraine 2 hours agoTrump announces 30% tariffs on imports from Mexico and European Union 2 hours agoNew questions about withheld evidence in Menendez brothers trial…","pipeline_yes","6","3.0","5","756","1",""
"63","3","Colombia","Bogotá area; North Santander department; La Calera municipality (Cundinamarca Department)","2022-11-14","spa","https://www.cruzrojacolombiana.org/la-cruz-roja-colombiana-fortalece-las-capacidades-institucionales-y-comunitarias-en-la-subregion-de-la-mojana-en-sucre/","cruzrojacolombiana.org","La Cruz Roja Colombiana Fortalece las capacidades institucionales y comunitarias en la subregión de la Mojana en Sucre","Colombia, mayo de 2022. @Cruzrojasuc . En el marco del proyecto Fortalecimiento de las Capacidades Institucionales y Comunitarias en la región de la Mojana, financiado por la Cruz Roja Americana, se llevó a cabo el desarrollo de capacitaciones y actividades dirigidas a la comunidad de Campo Alegre, corregimiento del municipio de Sucre en esta subregión del departamento. Este proyecto tiene como objetivo mitigar el impacto socioeconómico causado por el aumento de las lluvias en la subregión, en especial a las comunidades en situación de vulnerabilidad. Por lo tanto, gracias a la articulación co…","pipeline_boundary","4","","1","467","0",""
"64","3","Colombia","Bogotá area; North Santander department; La Calera municipality (Cundinamarca Department)","2022-11-14","spa","https://caracol.com.co/2022/09/27/que-paso-con-los-afectados-despues-de-25-anos-del-derrumbe-en-dona-juana/","caracol.com.co","¿Qué pasó con los afectados después de 25 años del derrumbe en Doña Juana?","Bogotá Era el 28 de septiembre de1997 y los habitantes de tres localidades del sur de la ciudad no daban crédito a lo que estaba pasando. Una montaña de más de 1,2 millones toneladas de basura se derrumbó y los líquidos que salen de las basuras estancadas (lixiviados) se filtraron moviendo una enorme cantidad desechos y cayeron al rio Tunjuelo. La ciudad, en cuestión de horas quedó “inundada” por una enorme atmósfera de suciedad y malos olores, fueron meses de un intenso aroma que muchas veces se extendía a las zonas más lejanas de Bogotá. “Yo para ese tiempo tenía 19 años y estaba prestando e…","pipeline_yes","2","1.0","1","501","1",""
"65","3","Colombia","Bogotá area; North Santander department; La Calera municipality (Cundinamarca Department)","2022-11-14","spa","https://www.contagioradio.com/eln-acuerdos-comunidad-internacional/","contagioradio.com","ELN depositó acuerdos parciales de paz ante la comunidad internacional – Contagio Radio","Foto: Twitter ELN Un comunicado del Ejército de Liberación Nacional (ELN) difundido este miércoles 3 de julio anuncia que la delegación de paz de este grupo depositó los avances de los acuerdos alcanzados con el gobierno de Juan Manuel Santos ante instancias internacionales como la ONU, países garantes de ese proceso de paz y otros integrantes de la comunidad internacional como el Comité Internacional de la Cruz Roja (CICR). En la comunicación, el grupo afirma que los documentos de los acuerdos alcanzados se radicaron en Nueva York (EE.UU.), ante la Secretaría General y el Consejo de Seguridad…","pipeline_boundary","2","","2","397","0",""
"66","3","Colombia","Bogotá area; North Santander department; La Calera municipality (Cundinamarca Department)","2022-11-14","spa","https://www.elheraldo.co/atlantico/lluvias-nueve-avanza-por-el-caribe-no-paran-las-emergencias-941037","elheraldo.co","Lluvias: Nueve avanza por el Caribe; no paran las emergencias","‘Nueve’ avanza por el Caribe; no paran las emergencias Los habitantes de Villa Rosa, en Repelón, quedaron incomunicados por el desplome de un puente. Precipitaciones continuarán durante el fin de semana en la región, dice el Ideam. La angustia y la incertidumbre se han apoderado de los habitantes del corregimiento de Villa Rosa, en Repelón, tras quedar incomunicados por el colapso de un puente en el sector Loma Grande, a causa de las fuertes lluvias de los últimos días. Ante la “compleja” situación, los pobladores de esa zona optaron por implementar una lámina de metal para poder movilizarse, …","pipeline_boundary","7","","1","2600","0",""
"67","2","Brazil","Bahia state","2022-11-29","por","https://brasil.elpais.com/brasil/2019/04/27/politica/1556391281_348638.html","brasil.elpais.com","Leia a íntegra da primeira entrevista de Lula desde que foi preso | Brasil | EL PAÍS Brasil","Leia a íntegra da entrevista concedida pelo ex-presidente Lula aos jornalistas Florestan Fernandes Júnior, do EL PAÍS, e Mônica Bergamo, da Folha de S.Paulo, em 26 de abril. O encontro havia sido pedido pelos dois jornais há cerca de sete meses, mas, mesmo com a anuência do ex-presidente, só pôde ocorrer após decisão do Supremo Tribunal Federal. Antes de as perguntas começarem, Lula fez um pronunciamento, que pode ser lido no box ao lado. Estavam na sala, além dos jornalistas, os cinegrafistas Henry Milleo (EL PAÍS), Victor Parolin (Folha), os fotógrafos Isabela Lanave (EL PAÍS), Marlene Berga…","pipeline_yes","2","4.0","1","15394","0"," [auto-relabeled: no flood keywords]"
"68","6","United States of America","Kerr county (Texas)","2025-07-04","eng","https://www.ajc.com/news/nation-world/read-donald-trumps-speech-before-us-capitol-riot/TBGCOWF3S5FTHBP3JNA3U42LNM/","ajc.com","Here is what Donald Trump said before the Capitol riots","Well, thank you very much. This is incredible. Media will not show the magnitude of this crowd. Even I, when I turned on today, I looked, and I saw thousands of people here. But you don’t see hundreds of thousands of people behind you because they don’t want to show that. We have hundreds of thousands of people here and I just want them to be recognized by the fake news media. Turn your cameras, please, and show what’s really happening out here because these people are not going to take it any longer. They’re not going to take it any longer. Go ahead. Turn your cameras, please. Would you show?…","pipeline_yes","2","5.0","7","10991","0"," [auto-relabeled: no flood keywords]"
"69","3","Colombia","Bogotá area; North Santander department; La Calera municipality (Cundinamarca Department)","2022-11-14","spa","https://telepacifico.com/1/","telepacifico.com","Timeline Express Announcements archivo - Telepacífico","El Canal ha iniciado una renovación tecnológica que incluye actualización de equipos, reorganización de estaciones de trabajo y adquisición de herramientas para el tratamiento digital de la señal desde la captura de imágenes hasta la entrega de la señal al sistema de transmisión satelital. Durante los primeros cuatro meses de este año incluyen, entre otras novedades: emisión desde el nuevo master, lo que permitió la digitalización total de la salida y entrada de la señal audiovisual: instalación y configuración de un servidor para almacenamiento centralizado del material editado con capacidad …","pipeline_boundary","2","","1","870","0",""
"70","6","United States of America","Kerr county (Texas)","2025-07-04","eng","https://abcnews.go.com/2020/video/vanessa-guillens-family-answers-army-officials-part-78236301","abcnews.go.com","Video Vanessa Guillen’s family tries to get answers from Army officials: Part 2 - ABC News","Vanessa Guillen’s family tries to get answers from Army officials: Part 2 Guillen’s fiance, Juan, and her sister Mayra drove to Fort Hood and began putting up posters. As days passed, they said they weren’t getting answers from the Army. June 12, 2021 Additional Live Streams Additional Live Streams Top Stories Top Stories Death toll tops 100 in Texas floods 1 hour agoNew questions about warning system in flood zone 1 hour agoRain relief for Texas as new storms target I-95 43 minutes agoPhiladelphia union to meet with city as strike enters 2nd week 37 minutes agoTrump threatens tariff hikes in …","pipeline_boundary","4","","5","832","0",""
"71","2","Brazil","Bahia state","2022-11-29","por","https://oglobo.globo.com/blogs/malu-gaspar/post/2022/07/stf-ve-bravata-e-estrategia-eleitoreira-em-ataques-de-bolsonaro-durante-convencao.ghtml","oglobo.globo.com","STF vê bravata e estratégia eleitoreira em ataques de Bolsonaro durante convenção | Malu Gaspar | O Globo","Ninguém dentro do Supremo Tribunal Federal (STF) ficou surpreendido com os novos ataques disparados pelo presidente Jair Bolsonaro ao Poder Judiciário e a incitação para que seus apoiadores se mobilizem em peso nas ruas no próximo 7 de Setembro. Dentro do STF, o discurso beligerante de Bolsonaro na manhã deste domingo (24) , em convenção do PL que confirmou a sua candidatura à reeleição, foi encarado como mais uma “bravata” – e uma estratégia eleitoreira para emplacar a narrativa de que a Corte atua como inimiga do Palácio do Planalto. Essa estratégia também serviria para afastar a imagem de i…","pipeline_yes","3","4.0","1","2472","0"," [auto-relabeled: no flood keywords]"
"72","3","Colombia","Bogotá area; North Santander department; La Calera municipality (Cundinamarca Department)","2022-11-14","spa","https://www.larepublica.co/analisis/federico-botero-libertank-3185390","larepublica.co","Federico Botero - Libertank | LaRepublica.co","Federico Botero - Libertank | LaRepublica.co || Federico Botero - Libertank || Gerente de Ecoral para Libertank || JUNIO / 2021 || miércoles, 16 de junio de 2021 || Empresas por la naturaleza || MÁS DE ANALISTAS || Analistas || 03/12/2022 || La salud || Edgar Papamija || Analistas || 03/12/2022 || Propósito y restricciones || Gustavo Moreno Montalvo || Analistas || 03/12/2022 || Inteligencia artificial vs. creatividad || Javier Villamizar || MÁS ANALISTAS || MÁS DE LA REPÚBLICA || Rusia || 04/12/2022 || Rusia no exportará petróleo sujeto al límite de precios de Occidente, aseguró Novak || Entr…","pipeline_boundary","2","","1","139","0",""
"73","3","Colombia","Bogotá area; North Santander department; La Calera municipality (Cundinamarca Department)","2022-11-14","spa","https://www.contagioradio.com/cidh-preocupada-por-alto-numero-personas-desplazamiento-forzado-colombia/","contagioradio.com","CIDH instó a Colombia a implementar el acuerdo de paz para evitar el desplazamiento forzado – Contagio Radio","En un comunicado emitido este jueves, la Comisión Interamericana de DDHH, expresó su preocupación por el aumento del desplazamiento forzado en Colombia. Según las cifras de OCHA, citadas por la CIDH, este fenómeno aumentó en un 135% entre enero y agosto del 2021, en comparación con el 2020, es decir, mas de 57.000 personas en 110 eventos registrados en ese periodo de tiempo. La situación del desplazamiento forzado en Colombia está entre las más preocupantes del mundo, pues la cifra global de desplazados internos superaría los 8 millones de personas. «Colombia sigue reportando el número más alt…","pipeline_boundary","2","","1","583","0",""
"74","4","Panama","El Cacao, Tonosí Centro, El Manantial, Pueblo Nuevo, La Nestlé, La Rabelo, El Bado, Bongo, and Villa Bonita (Los Santos province); Corinth, Bois drorange, and Grande Riviere in Gros Islet Districts (Herrera province)","2022-11-18","eng","https://www.thepanamanews.com/2016/03/corporate-continuity-new-skills-for-the-acp-board/","thepanamanews.com","Corporate continuity, new skills for the ACP board | The Panama News","Ramírez and Arango picked for ACP board by Eric Jackson On March 22 President Juan Carlos Varela nominated Óscar Ramírez and Ricardo Arango to serve eight-year terms as members of the Panama Canal Authority board of directors. The nominations must be ratified by the National Assembly and it appears that there will not be any problem with that. Ramírez, the rector of the Tecnologico (Technological University of Panama, the Universidad Tecnológico de Panamá or the UTP), is a UTP and SUNY-Buffalo educated engineer whose research and teaching has specialized in structural engineering for earthquak…","pipeline_boundary","3","","1","907","0",""
"75","4","Panama","El Cacao, Tonosí Centro, El Manantial, Pueblo Nuevo, La Nestlé, La Rabelo, El Bado, Bongo, and Villa Bonita (Los Santos province); Corinth, Bois drorange, and Grande Riviere in Gros Islet Districts (Herrera province)","2022-11-18","spa","https://www.tvn-2.com/contenido-exclusivo/seguridad-alimentaria-panamena-riesgo-cambio_1_2017932.html","tvn-2.com","Cambio climático: Seguridad alimentaria panameña en riesgo por el cambio climático - Contenido Exclusivo | TVN Panamá","Primero fue Tierras Altas de Chiriquí y ahora la Península de Azuero, dos regiones de alta producción agrícola que han quedado bajo el agua después de fuertes lluvias provocadas por fenómenos atmosféricos que, al parecer seguirán ocurriendo. Durante los últimos años hemos visto como el impacto de estos fenómenos que, son normales en el invierno, se ha intensificado, provocando pérdidas en el sector agropecuario, afectando la seguridad alimentaria de quienes subsisten de la agricultura y del resto del país que depende de estos alimentos. En las recientes inundaciones, en Tonosí, más de 30 hectá…","pipeline_yes","4","4.0","2","1235","1",""
"76","3","Colombia","Bogotá area; North Santander department; La Calera municipality (Cundinamarca Department)","2022-11-14","spa","https://razonpublica.com/bipartidismo-y-configuracion-del-clientelismo-en-colombia-segunda-parte/","razonpublica.com","Bipartidismo y configuración del clientelismo en Colombia (Segunda parte) - Razón Pública","El bipartidismo acabó siendo víctima del clientelismo y de sus propias mañas. Pero la agonía de este sistema político fue muy larga y todavía vivimos de sus secuelas. Francisco Leal Buitrago** Una camisa de fuerza El régimen político del Frente Nacional (1958-1974) se estableció para acabar con la confrontación social estimulada por la caótica modernización de la sociedad y canalizada a través del bipartidismo absorbente. Este régimen puso fin al sectarismo cuasi-religioso de los partidos, pero los compensó mediante el monopolio de la administración estatal legitimada por las elecciones. Al mi…","pipeline_boundary","3","","1","2192","0",""
"77","6","United States of America","Kerr county (Texas)","2025-07-04","eng","https://www.cbsnews.com/america-decides/?ftag=CNM-00-10aab4i","cbsnews.com","America Decides - Politics news, analysis and top stories - CBS News","Trump picks Transportation Secretary Sean Duffy to lead NASA for now President Trump pulled his former NASA administrator nominee, an Elon Musk-aligned entrepreneur. President Trump pulled his former NASA administrator nominee, an Elon Musk-aligned entrepreneur. The Trump administration is suing California Gov. Gavin Newsom over his state's animal cruelty laws, arguing they are contributing to high egg prices. Manufacturers and construction companies — as well as consumers — would face higher prices if the U.S. jacks up tariffs on copper, analysts said. A top official defended the agency's dec…","pipeline_yes","3","4.0","7","2258","0"," [auto-relabeled: no flood keywords]"
"78","4","Panama","El Cacao, Tonosí Centro, El Manantial, Pueblo Nuevo, La Nestlé, La Rabelo, El Bado, Bongo, and Villa Bonita (Los Santos province); Corinth, Bois drorange, and Grande Riviere in Gros Islet Districts (Herrera province)","2022-11-18","eng","https://www.thepanamanews.com/2015/08/editorials-dry-times-and-bernie-and-the-donald/","thepanamanews.com","Editorials: Dry times, and Bernie and The Donald | The Panama News","Prudent steps in dry times Panama has people in academia and in the Ministry of Environment who chart, study and predict the weather and climate, but the most systematic monitoring and projections come from two semi-autonomous public entities with vital interests in rainfall, the Panama Canal Authority and the ETESA power line company. Both of these predict the present El Niño condition continuing into next year, with ETESA projecting that the drought will not let up until the middle of 2016. That’s another year of drought. In light of that the 60-day state of emergency contains a reasonable s…","pipeline_boundary","2","","1","1044","0",""
"79","1","Saint Lucia","Corinth, Bois drorange, and Grande Riviere (Gros Islet District)","2022-11-06","eng","https://cdema.org/virtuallibrary/index.php/charim-hbook/use-case-book/introduction-use-case/1-1-objective-of-this-book","cdema.org","1.1 Objectives of this book","The Use Case Book is the central component of the Caribbean Handbook for Risk Information Management (CHARIM). The use case book contains a number of example applications of tasks of spatial planners, Engineers and Geo-Information specialist within the Caribbean countries that requires natural hazard and risk information. The use cases are related to general examples that illustrate the methodological process needed to conduct a range of activities that are common in the region, rather than detailed efforts to produce specific recommendations for action in specific applications.The use cases h…","pipeline_boundary","4","","1","1021","0",""
"80","3","Colombia","Bogotá area; North Santander department; La Calera municipality (Cundinamarca Department)","2022-11-14","spa","https://www.elespectador.com/ambiente/blog-el-rio/dia-mundial-de-los-humedales-un-llamado-a-proteger-y-conservar-estos-ecosistemas/","elespectador.com","Día Mundial de los Humedales: un llamado a proteger y conservar estos ecosistemas | EL ESPECTADOR","Este 2 de febrero se celebra el Día Mundial de los Humedales, ecosistemas claves para la conservación de la biodiversidad, fuente de vida y agua. Pese a su importancia, en la actualidad se encuentran gravemente amenazados. El desconocimiento, la contaminación, el cambio climático, las represas y la agricultura y acuicultura intensivas son algunos de los factores de su deterioro. Por eso, en la conmemoración de este día, organizaciones ambientales nacionales e internacionales hacen un llamado para protegerlos. ¿Qué son los humedales? Son ecosistemas que facilitan la acumulación de agua y genera…","pipeline_yes","4","1.0","2","641","0"," [auto-relabeled: no flood keywords]"
"81","6","United States of America","Kerr county (Texas)","2025-07-04","eng","https://grist.org/international/loss-and-damage-john-kerry-cop27-climate-reparations/","grist.org","The US is finally ready to discuss climate reparations. Will it act? | Grist","At a New York Times event last month, Biden administration climate envoy John Kerry caused a stir when he appeared to dismiss the notion that the U.S. would compensate other countries for the loss and damage they’ve already suffered at the hands of climate change. He told the audience that it’s more important to focus on preventing future climate change and adapting to a warmer world than it is to provide restitution for the harm already done. Loss and damage, which is the term international climate negotiators use for the detrimental effects of the 1.2 degrees Celsius of warming that has alre…","pipeline_boundary","2","","4","1723","0",""
"82","3","Colombia","Bogotá area; North Santander department; La Calera municipality (Cundinamarca Department)","2022-11-14","spa","https://colombiacheck.com/chequeos/propuesta-de-gustavo-petro-sobre-nuevo-departamento-no-implica-dividir-antioquia-en-tres","colombiacheck.com","Propuesta de Gustavo Petro sobre nuevo departamento no implica dividir Antioquia en tres partes | ColombiaCheck","Cuestionable Cuestionable Cuestionable Cuestionable Cuestionable Cuestionable Cuestionable Cuestionable Cuestionable “El señor Gustavo Petro, en una de sus promesas de campaña, prometió desbaratar este departamento en tres partes. Pretende quitarnos la salida al mar. Pretende quitarnos la zona minera y ganadera del Magdalena Medio para crear dos nuevos departamentos y, de esa manera, vengarse de Antioquia”. Así advierte el usuario de TikTok @andresguryrodriguez en un video publicado en esa red social el pasado 7 de septiembre y que ha llegado a Twitter y Facebook (1, 2). En su cuenta de TikTok…","pipeline_boundary","2","","2","1507","0",""
"83","6","United States of America","Kerr county (Texas)","2025-07-04","eng","https://kvia.com/news/2019/09/21/how-a-crowdsourcing-website-helped-rescue-370-people-during-tropical-storm-imelda/","kvia.com","How a crowdsourcing website helped rescue 370 people during Tropical Storm Imelda - KVIA","A crowdsourcing website developed during Hurricane Harvey has become an indelible resource for thousands of people in need of help during disasters. Of the more than 46,000 people helped to date through using CrowdSource Rescue, 370 were in southeastern Texas this past week after Imelda — a tropical storm that weakened to a tropical depression — thrashed the area, according to founder Matthew Marchetti, 29. The free website works by connecting professional first-responders and vetted volunteers with people in need before, during and after a disaster using GPS tracking and mapping technology, a…","pipeline_yes","3","5.0","4","458","1",""
"84","3","Colombia","Bogotá area; North Santander department; La Calera municipality (Cundinamarca Department)","2022-11-14","spa","https://www.lafm.com.co/colombia/minsalud-no-contempla-declarar-alerta-roja-nivel-nacional","lafm.com.co","Alerta roja por Covid en toda Colombia no está contemplada | La FM","El ministro de salud, Fernando Ruiz, afirmó que el Gobierno no ve necesario en este momento declarar una alerta roja nacional para la atención de la covid-19, ya que solo algunas regiones se encuentran en alerta hospitalaria por el aumento de contagios. El funcionario dijo que en este momento la medida no es necesaria a pesar de la solicitud de las diferentes organizaciones de salud de declarar la alerta roja hospitalaria a nivel nacional, por el aumento desbordado de casos. Lea además: Minhacienda expone puntos de consenso para nueva reforma tributaria “En este momento no vemos un necesario d…","pipeline_yes","2","1.0","2","703","1",""
"85","6","United States of America","Kerr county (Texas)","2025-07-04","eng","https://meridianstar.com/2022/09/30/disaster-response/","meridianstar.com","DISASTER RESPONSE | Meridian Star","DISASTER RESPONSE Published 5:46 pm Friday, September 30, 2022 Soldiers, electric linemen and non-profit organizations from the Meridian area are headed to Florida to help the disaster recovery efforts following Hurricane Ian. Ian made landfall Wednesday as one of the most powerful storms to strike the U.S., causing massive flooding and destruction. In a news release Thursday, the Mississippi National Guard announced soldiers with Bravo Company, 1st Battalion, 111th Aviation Regiment in Meridian were heading to Brooksville-Tampa Bay Regional Airport to support the recovery effort. Trending Whi…","pipeline_yes","2","7.0","2","508","1",""
"86","5","Trinidad and Tobago","Bamboo #2, Valsayn South, Real Spring Gardens, Kelly Village, Madras Road and El Carmen, St. Helena","2022-11-26","eng","https://guardian.co.tt/news/orange-grove-farmers-flooded-out-for-the-4th-time-this-year-6.2.1575565.bbb5674de3","guardian.co.tt","Orange Grove Farmers flooded out for the 4th time this year - Trinidad Guardian","An Orange Grove farmer was forced to use innovative ways to get to his land on Thursday morning. He boarded a rubber dinghy and paddled his way across flood waters to access his farm lands at the Orange Grove Estate. Days of flood waters continue to flow from the adjacent Caroni River onto the farming lands. This is the fourth time for the year that the farmer along with 25 others have had their crops destroyed by flood waters. Speaking with the Guardian Media, farmer Raju Ramjit said farmers came out as usual to tend to their crops despite lands being under water. Ramjit said the sluice gate …","pipeline_yes","6","1.0","1","277","1",""
"87","2","Brazil","Bahia state","2022-11-29","por","http://www2.cemaden.gov.br/08122019-previsao-de-risco-geo-hidrologico/","2.cemaden.gov.br","08/12/2019 – Previsão de Risco Geo-Hidrológico – Cemaden","Neste domingo (08/12/2019), o cenário de risco de eventos geo-hidrológicos para as mesorregiões do Brasil é apresentado a seguir: - Região Sudeste: Minas Gerais e Espírito Santo. Nas regiões destacadas na porção leste de Minas Gerais, há possibilidade de ocorrência de eventos hidrológicos de curta duração, como enxurradas e alagamentos urbanos, em áreas densamente ocupadas e com deficiência no sistema de drenagem e canalização aberta, devido à possibilidade de pancadas de chuva que podem ser localmente fortes. No estado do Espírito Santo e nas regiões destacadas no estado de Minas Gerais, há a…","pipeline_boundary","8","","1","314","0",""
"88","3","Colombia","Bogotá area; North Santander department; La Calera municipality (Cundinamarca Department)","2022-11-14","spa","https://caracol.com.co/2022/09/29/jueves-29-de-septiembre-las-principales-noticias-de-armenia-y-quindio/","caracol.com.co","Jueves 29 de septiembre, las principales noticias de Armenia y Quindío","Armenia TITULARES NOTICIAS ARMENIA Y QUINDÍO El Gobernador del Quindío, Roberto Jairo Jaramillo, permanece hospitalizado en el San Juan de Dios de Armenia, con el fin de recibir atención médica para el control a una alteración glucométrica diagnosticada en exámenes clínicos de rigor que le realizaron previamente. El análisis correspondiente determinó una “subida de azúcar” por lo que el cuerpo médico decidió hospitalizarlo para someterlo al control y la estabilización correspondiente. Autoridades en Armenia investigan caso de fleteo en el que delincuentes en moto hurtaron 30 millones de pesos …","pipeline_yes","4","1.0","1","1826","0"," [auto-relabeled: no flood keywords]"
"89","6","United States of America","Kerr county (Texas)","2025-07-04","eng","https://orangeleader.com/2015/10/23/usda-food-safety-tips-for-areas-affected-by-hurricane-patricia/","orangeleader.com","USDA Food Safety Tips for Areas Affected by Hurricane Patricia | Orange Leader","USDA Food Safety Tips for Areas Affected by Hurricane Patricia Published 3:10 pm Friday, October 23, 2015 Special to The Leader WASHINGTON — The U.S. Department of Agriculture’s (USDA) Food Safety and Inspection Service (FSIS) is issuing food safety recommendations for those who may be impacted by Hurricane Patricia. On Friday afternoon, the National Weather Service announced Hurricane Patricia as a Category 5 hurricane in Mexico’s Pacific Coast. Forecast models have projected that after the Hurricane breaks up over Mexico, remnants of the storm will likely move northeast, bringing heavy rainf…","pipeline_yes","6","4.0","5","1162","1",""
"90","6","United States of America","Kerr county (Texas)","2025-07-04","eng","https://www.accuweather.com/?utm_source=www-zamenpress-com&utm_medium=oap_weather_widget&utm_term=link_get_widget&utm_content=accuweather&utm_campaign=current","accuweather.com","Local, National, & Global Daily Weather Forecast | AccuWeather","Top Stories Weather News Deadly flash flooding devastates wildfire-scarred New Mexico town 43 minutes ago Weather News State inspection before floods found Camp Mystic had emergency plan 46 minutes ago Astronomy 1st full moon of summer to rise Thursday night 1 day ago Weather Forecasts Flash flood threat to continue in central Texas into Wednesday night 16 hours ago Severe Weather Rounds of flooding downpours, severe storms to target Eastern US 45 minutes ago Featured Stories AccuWeather Ready Floodwater rising in your house? Do this 1 day ago Weather News US Coast Guard rescue swimmer hailed …","pipeline_yes","7","2.0","4","154","1",""
"91","6","United States of America","Kerr county (Texas)","2025-07-04","eng","https://grist.org/article/2009-09-15-the-end-of-welfare-water-and-the-drying-of-the-west/","grist.org","The end of welfare water and the drying of the West | Grist","This essay was originally published on TomDispatch and is republished here with Tom’s kind permission. Pink snow is turning red in Colorado. Here on the Great American Desert — specifically Utah’s slickrock portion of it where I live — hot ‘n’ dry means dust. When frequent high winds sweep across our increasingly arid landscape, redrock powder is lifted up and carried hundreds of miles eastward until it settles on the broad shoulders of Colorado’s majestic mountains, giving the snowpack there a pink hue. Some call it watermelon snow. Friends who ski into the backcountry of the San Juan and La …","pipeline_yes","5","5.0","5","3507","0"," [auto-relabeled: no flood keywords]"
"92","2","Brazil","Bahia state","2022-11-29","eng","https://www.msf.org/colombia-malaria-caused-falciparum-parasite-spreading-throughout-country","msf.org","Colombia: Malaria caused by the falciparum parasite spreading throughout country | MSF","In April, during an emergency response to help displaced people in Chocó department in northwestern Colombia, our team detected an unusual increase in the number of malaria cases. However, this was not what surprised us the most. Historically in Colombia, as in the rest of Latin America, the type of malaria we usually see is caused by the vivax parasite, but this year there were also many cases caused by the falciparum strain, a variant that causes the most severe form of the disease. Before analysing this fact in more detail, a few things should be considered to better understand the context.…","pipeline_boundary","2","","1","940","0",""
